8	19	38.0
8	20	36.0
8	21	25.0
8	22	27.0
8	23	24.0
8	24	82.0
8	25	45.0
8	26	82.0
8	27	7.0
8	28	36.0
8	29	12.0
8	30	17.0
8	31	26.0
8	32	85.0
8	33	79.0
8	34	79.0
8	35	50.0
8	36	55.0
8	37	82.0
8	38	17.0
8	39	18.0
8	40	33.0
8	41	60.0
8	42	54.0
8	43	16.0
8	44	30.0
8	45	76.0
8	46	96.0
8	47	41.0
8	48	48.0
8	50	22.0
8	51	67.0
8	52	69.0
8	53	61.0
8	54	32.0
8	55	60.0
8	56	11.0
8	57	69.0
8	58	97.0
8	59	19.0
8	60	88.0
8	61	31.0
8	62	11.0
9	11	61.0
9	12	91.0
9	14	98.0
9	15	17.0
9	16	62.0
9	17	90.0
9	18	54.0
9	19	42.0
9	20	50.0
9	21	29.0
9	22	22.0
9	23	49.0
9	25	52.0
9	26	61.0
9	28	69.0
9	29	67.0
9	30	39.0
9	31	82.0
9	32	48.0
9	33	71.0
9	34	48.0
9	35	10.0
9	36	10.0
9	37	68.0
9	38	14.0
9	39	55.0
9	40	23.0
9	45	31.0
9	46	57.0
9	47	80.0
9	50	80.0
9	51	65.0
9	52	84.0
9	53	34.0
9	54	52.0
9	55	64.0
9	56	91.0
9	57	9.0
9	59	72.0
9	60	37.0
9	61	22.0
9	62	10.0
10	11	42.0
10	12	75.0
10	13	77.0
10	14	88.0
10	16	23.0
10	17	75.0
10	18	11.0
10	19	28.0
10	20	17.0
10	21	8.0
10	22	52.0
10	23	76.0
10	25	48.0
10	27	32.0
10	28	99.0
10	29	36.0
10	30	75.0
10	31	9.0
10	32	54.0
10	34	23.0
10	36	84.0
10	37	20.0
10	38	76.0
10	39	27.0
10	40	26.0
10	41	97.0
10	42	43.0
10	43	8.0
10	44	24.0
10	45	26.0
10	47	22.0
10	49	85.0
10	52	54.0
10	53	96.0
10	54	64.0
10	55	95.0
10	56	51.0
10	57	69.0
10	58	44.0
10	61	62.0
10	62	65.0
11	12	23.0
11	13	99.0
11	14	52.0
11	15	21.0
11	16	96.0
11	17	12.0
11	20	55.0
11	21	58.0
11	22	40.0
11	23	31.0
11	26	25.0
11	27	52.0
11	29	22.0
11	30	65.0
11	31	40.0
11	32	64.0
11	34	50.0
11	37	48.0
11	38	84.0
11	39	53.0
11	41	18.0
11	42	38.0
11	44	22.0
11	45	42.0
11	46	92.0
11	47	22.0
11	48	54.0
11	49	30.0
11	50	88.0
11	51	62.0
11	52	93.0
11	53	7.0
11	54	45.0
11	56	18.0
11	57	65.0
11	59	47.0
11	61	6.0
11	62	57.0
12	14	30.0
12	16	24.0
12	20	65.0
12	21	90.0
12	22	84.0
12	23	11.0
12	24	32.0
12	25	75.0
12	26	65.0
12	27	28.0
12	28	83.0
12	29	94.0
12	30	55.0
12	31	69.0
12	33	30.0
12	35	34.0
12	37	78.0
12	38	85.0
12	40	15.0
12	43	10.0
12	44	35.0
12	45	80.0
12	47	23.0
12	48	6.0
12	50	40.0
12	52	73.0
12	54	30.0
12	55	74.0
12	56	68.0
12	58	99.0
12	59	70.0
12	61	24.0
13	16	82.0
13	19	62.0
13	20	96.0
13	21	9.0
13	22	98.0
13	23	76.0
13	25	61.0
13	28	9.0
13	29	95.0
13	31	61.0
13	34	97.0
13	35	68.0
13	36	91.0
13	37	9.0
13	38	19.0
13	40	61.0
13	41	34.0
13	42	71.0
13	45	9.0
13	48	70.0
13	52	94.0
13	53	29.0
13	56	79.0
13	58	8.0
13	59	45.0
13	61	90.0
14	15	17.0
14	16	38.0
14	18	37.0
14	20	82.0
14	21	52.0
14	25	6.0
14	27	70.0
14	28	43.0
14	29	96.0
14	37	57.0
14	43	65.0
14	44	72.0
14	47	28.0
14	49	47.0
14	50	40.0
14	54	41.0
14	55	24.0
14	56	57.0
14	59	67.0
14	61	79.0
14	62	35.0
15	16	40.0
15	18	29.0
15	20	39.0
15	21	91.0
15	24	32.0
15	27	98.0
15	29	56.0
15	31	74.0
15	33	15.0
15	37	6.0
15	38	65.0
15	42	79.0
15	44	24.0
15	46	92.0
15	47	59.0
15	48	58.0
15	49	38.0
15	52	83.0
15	54	29.0
15	55	74.0
15	56	13.0
15	58	60.0
15	59	54.0
15	61	25.0
16	17	87.0
16	18	81.0
16	19	17.0
16	20	56.0
16	21	92.0
16	22	17.0
16	23	72.0
16	24	42.0
16	25	82.0
16	26	87.0
16	27	53.0
16	28	72.0
16	29	87.0
16	30	36.0
16	31	83.0
16	32	54.0
16	33	36.0
16	34	77.0
16	35	31.0
16	36	21.0
16	37	29.0
16	38	68.0
16	39	88.0
16	40	74.0
16	41	33.0
16	42	36.0
16	43	58.0
16	44	84.0
16	45	94.0
16	46	91.0
16	47	68.0
16	48	12.0
16	49	38.0
16	50	82.0
16	51	17.0
16	52	85.0
16	53	10.0
16	54	85.0
16	55	24.0
16	56	71.0
16	57	44.0
16	58	33.0
16	59	51.0
16	60	37.0
16	61	41.0
16	62	36.0
17	20	26.0
17	21	46.0
17	27	44.0
17	29	27.0
17	33	25.0
17	37	62.0
17	38	56.0
17	45	80.0
17	49	78.0
17	52	51.0
17	56	79.0
17	59	98.0
17	61	74.0
17	62	37.0
18	19	90.0
18	20	97.0
18	21	70.0
18	22	59.0
18	23	90.0
18	24	98.0
18	26	10.0
18	29	52.0
18	30	95.0
18	33	94.0
18	36	57.0
18	37	67.0
18	40	66.0
18	41	69.0
18	43	9.0
18	45	39.0
18	49	41.0
18	52	37.0
18	56	92.0
18	59	94.0
18	60	25.0
18	61	95.0
19	20	27.0
19	21	13.0
19	27	16.0
19	29	29.0
19	30	78.0
19	32	78.0
19	33	71.0
19	36	85.0
19	37	75.0
19	38	17.0
19	43	23.0
19	54	80.0
19	56	87.0
19	57	44.0
19	61	11.0
20	21	91.0
20	22	71.0
20	23	14.0
20	24	36.0
20	25	95.0
20	26	96.0
20	27	51.0
20	28	97.0
20	29	32.0
20	30	14.0
20	31	12.0
20	32	91.0
20	33	16.0
20	34	27.0
20	35	45.0
20	36	86.0
20	37	17.0
20	38	93.0
20	39	41.0
20	40	42.0
20	41	21.0
20	42	73.0
20	43	22.0
20	44	12.0
20	45	7.0
20	46	11.0
20	47	88.0
20	48	81.0
20	49	95.0
20	50	13.0
20	51	66.0
20	52	39.0
20	53	70.0
20	54	68.0
20	55	89.0
20	56	62.0
20	58	15.0
20	59	22.0
20	60	66.0
20	61	18.0
20	62	16.0
21	22	98.0
21	23	76.0
21	24	98.0
21	25	25.0
21	26	15.0
21	27	41.0
21	28	18.0
21	29	11.0
21	30	60.0
21	31	60.0
21	32	10.0
21	33	52.0
21	34	48.0
21	35	77.0
21	36	75.0
21	37	31.0
21	38	44.0
21	39	7.0
21	40	36.0
21	41	33.0
21	42	47.0
21	43	42.0
21	44	24.0
21	45	84.0
21	46	57.0
21	47	58.0
21	48	24.0
21	49	36.0
21	50	93.0
21	51	95.0
21	52	9.0
21	53	99.0
21	55	74.0
21	56	41.0
21	57	21.0
21	58	67.0
21	59	63.0
21	60	50.0
21	61	91.0
21	62	16.0
22	23	66.0
22	24	86.0
22	26	77.0
22	27	37.0
22	28	19.0
22	29	14.0
22	32	45.0
22	33	51.0
22	35	34.0
22	36	85.0
22	37	41.0
22	38	80.0
22	39	51.0
22	40	18.0
22	41	53.0
22	42	33.0
22	44	39.0
22	45	90.0
22	46	6.0
22	48	68.0
22	49	89.0
22	50	80.0
22	51	71.0
22	54	27.0
22	55	72.0
22	56	61.0
22	57	34.0
22	58	73.0
22	59	85.0
22	60	82.0
22	61	53.0
23	24	79.0
23	25	49.0
23	26	31.0
23	27	27.0
23	28	79.0
23	29	72.0
23	30	69.0
23	31	59.0
23	32	35.0
23	33	62.0
23	34	72.0
23	35	43.0
23	36	76.0
23	37	27.0
23	38	93.0
23	41	62.0
23	42	24.0
23	43	89.0
23	45	77.0
23	48	13.0
23	49	44.0
23	50	25.0
23	52	8.0
23	54	54.0
23	55	58.0
23	57	32.0
23	59	9.0
23	61	95.0
23	62	63.0
24	25	77.0
24	27	67.0
24	28	82.0
24	29	46.0
24	37	75.0
24	44	27.0
24	45	45.0
24	52	64.0
24	55	73.0
24	56	32.0
24	59	85.0
24	61	39.0
25	26	53.0
25	27	35.0
25	29	61.0
25	32	90.0
25	33	34.0
25	37	32.0
25	38	78.0
25	39	68.0
25	40	78.0
25	41	73.0
25	42	62.0
25	43	70.0
25	44	94.0
25	49	83.0
25	50	29.0
25	51	37.0
25	52	25.0
25	54	53.0
25	55	45.0
25	56	40.0
25	57	57.0
25	59	24.0
25	61	56.0
25	62	40.0
26	27	17.0
26	29	20.0
26	32	56.0
26	33	43.0
26	37	20.0
26	43	29.0
26	44	78.0
26	45	85.0
26	50	82.0
26	56	41.0
26	57	16.0
26	59	13.0
26	61	54.0
27	28	35.0
27	29	11.0
27	30	15.0
27	31	30.0
27	32	44.0
27	33	10.0
27	34	45.0
27	36	42.0
27	37	68.0
27	38	19.0
27	39	61.0
27	40	83.0
27	42	52.0
27	43	71.0
27	44	20.0
27	46	91.0
27	47	88.0
27	49	67.0
27	51	54.0
27	52	95.0
27	54	84.0
27	55	79.0
27	56	55.0
27	57	75.0
27	58	93.0
27	59	58.0
27	60	55.0
27	61	18.0
27	62	48.0
28	29	37.0
28	32	60.0
28	35	24.0
28	37	68.0
28	42	79.0
28	43	30.0
28	45	72.0
28	49	50.0
28	52	98.0
28	54	33.0
28	56	87.0
28	57	67.0
28	59	83.0
28	61	87.0
29	31	29.0
29	33	90.0
29	34	71.0
29	35	59.0
29	37	88.0
29	38	9.0
29	39	10.0
29	40	75.0
29	41	56.0
29	42	97.0
29	43	98.0
29	44	70.0
29	45	22.0
29	46	93.0
29	47	90.0
29	48	28.0
29	49	66.0
29	50	56.0
29	51	19.0
29	52	75.0
29	53	69.0
29	54	79.0
29	55	40.0
29	56	41.0
29	57	6.0
29	58	90.0
29	59	71.0
29	60	54.0
29	61	24.0
29	62	10.0
30	31	74.0
30	32	49.0
30	33	91.0
30	36	42.0
30	37	56.0
30	41	54.0
30	42	19.0
30	44	21.0
30	47	11.0
30	48	40.0
30	50	73.0
30	52	89.0
30	55	27.0
30	56	31.0
30	57	7.0
30	59	6.0
30	60	74.0
30	61	8.0
31	37	71.0
31	43	11.0
31	48	55.0
31	52	28.0
31	56	76.0
31	59	87.0
31	61	40.0
32	37	63.0
32	40	90.0
32	43	31.0
32	44	26.0
32	45	19.0
32	47	22.0
32	50	80.0
32	53	78.0
32	54	53.0
32	56	67.0
32	57	23.0
32	58	70.0
32	59	83.0
32	60	51.0
32	61	43.0
33	34	65.0
33	35	33.0
33	36	50.0
33	37	41.0
33	38	85.0
33	39	93.0
33	40	35.0
33	45	65.0
33	46	42.0
33	47	97.0
33	48	10.0
33	50	40.0
33	51	92.0
33	52	59.0
33	53	22.0
33	54	99.0
33	55	22.0
33	59	59.0
33	61	25.0
33	62	46.0
34	36	46.0
34	37	8.0
34	43	47.0
34	44	62.0
34	45	42.0
34	50	60.0
34	52	42.0
34	55	85.0
34	56	58.0
34	58	46.0
34	59	72.0
34	61	24.0
35	37	54.0
35	45	72.0
35	47	59.0
35	52	51.0
35	53	69.0
35	56	96.0
35	59	14.0
35	60	88.0
35	61	23.0
35	62	54.0
36	42	82.0
36	45	13.0
36	52	23.0
36	56	74.0
36	59	70.0
36	61	54.0
37	38	68.0
37	40	84.0
37	41	26.0
37	42	34.0
37	43	58.0
37	44	51.0
37	45	19.0
37	46	80.0
37	47	42.0
37	48	62.0
37	49	35.0
37	50	38.0
37	51	58.0
37	52	79.0
37	53	54.0
37	55	79.0
37	56	86.0
37	57	54.0
37	58	98.0
37	59	31.0
37	60	33.0
37	61	78.0
37	62	60.0
38	40	8.0
38	43	71.0
38	45	46.0
38	48	17.0
38	49	37.0
38	51	63.0
38	54	58.0
38	56	39.0
38	57	56.0
38	58	35.0
38	59	65.0
38	60	11.0
38	61	89.0
38	62	91.0
39	45	82.0
39	47	43.0
39	49	98.0
39	50	94.0
39	52	30.0
39	56	94.0
39	59	32.0
39	61	41.0
40	47	24.0
40	54	42.0
40	56	67.0
40	59	49.0
40	61	36.0
40	62	5.0
41	47	17.0
41	48	32.0
41	49	7.0
41	50	84.0
41	52	74.0
41	54	5.0
41	56	13.0
41	58	36.0
41	59	22.0
41	61	51.0
42	44	69.0
42	45	48.0
42	48	88.0
42	50	15.0
42	51	78.0
42	52	22.0
42	56	86.0
42	59	17.0
42	61	24.0
42	62	69.0
43	44	95.0
43	47	35.0
43	48	56.0
43	50	89.0
43	51	90.0
43	52	29.0
43	53	64.0
43	54	47.0
43	55	7.0
43	59	74.0
43	61	27.0
43	62	95.0
44	45	46.0
44	46	85.0
44	47	86.0
44	48	7.0
44	49	99.0
44	52	59.0
44	53	94.0
44	56	43.0
44	59	77.0
44	61	36.0
45	47	62.0
45	49	73.0
45	50	5.0
45	55	88.0
45	56	83.0
45	57	55.0
45	58	21.0
45	59	86.0
45	60	50.0
45	61	13.0
46	54	26.0
46	59	39.0
46	61	98.0
47	48	50.0
47	50	72.0
47	52	91.0
47	56	88.0
47	57	46.0
47	59	79.0
47	61	62.0
47	62	7.0
48	49	41.0
48	51	61.0
48	53	74.0
48	54	51.0
48	56	10.0
48	58	44.0
48	59	72.0
48	61	83.0
48	62	36.0
49	52	53.0
49	54	65.0
49	56	26.0
49	57	11.0
49	59	9.0
49	61	59.0
50	52	19.0
50	55	18.0
50	56	9.0
50	58	21.0
50	59	33.0
50	60	53.0
50	61	55.0
50	62	14.0
51	55	13.0
51	56	48.0
51	59	11.0
51	61	8.0
52	54	60.0
52	56	76.0
52	58	8.0
52	60	8.0
52	61	20.0
52	62	76.0
53	54	65.0
53	59	70.0
53	61	60.0
54	56	25.0
54	58	83.0
54	59	99.0
54	61	87.0
54	62	11.0
55	56	7.0
55	57	55.0
55	59	89.0
55	61	79.0
55	62	10.0
56	58	28.0
56	59	47.0
56	60	73.0
56	61	91.0
56	62	68.0
57	59	84.0
57	62	44.0
58	59	81.0
58	61	87.0
59	60	31.0
59	61	80.0
59	62	25.0
60	61	76.0
61	62	82.0
